                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    165,                0.53746,                0.32567,                0.92716,                0.97486,                0.94013,                0.98396,                0.87773,                 0.5335,                  0.291,                0.90914,               0.004621,               0.004621,               0.004621
                    166,                0.54409,                 0.3283,                0.93108,                0.97602,                0.94463,                0.98392,                 0.8788,                0.52985,                0.29425,                0.90651,               0.004588,               0.004588,               0.004588
                    167,                0.53397,                 0.3252,                0.92531,                0.97483,                0.94621,                0.98178,                0.88003,                0.51855,                0.29709,                0.90158,               0.004555,               0.004555,               0.004555
                    168,                0.53728,                0.32281,                0.92559,                0.97264,                0.94441,                0.98089,                0.88009,                0.51473,                0.29659,                0.90018,               0.004522,               0.004522,               0.004522
                    169,                0.53205,                0.32578,                0.92119,                0.97695,                0.94136,                0.98157,                0.87986,                0.51436,                0.29227,                0.89759,               0.004489,               0.004489,               0.004489
                    170,                0.53421,                0.32347,                0.92635,                0.96881,                 0.9487,                0.98236,                0.88176,                 0.5115,                0.29161,                0.89501,               0.004456,               0.004456,               0.004456
                    171,                0.53618,                0.32115,                0.92452,                0.96652,                0.94869,                0.98274,                0.88413,                0.51063,                 0.2923,                0.89231,               0.004423,               0.004423,               0.004423
                    172,                 0.5338,                0.32405,                 0.9241,                0.96816,                 0.9474,                0.98267,                0.88296,                 0.5112,                  0.293,                 0.8942,                0.00439,                0.00439,                0.00439
                    173,                0.53185,                0.32157,                0.92427,                0.97021,                0.94869,                0.98321,                0.88414,                0.50857,                0.28756,                0.89216,               0.004357,               0.004357,               0.004357
                    174,                0.53088,                0.32241,                0.92327,                0.97306,                0.94867,                0.98213,                0.88358,                0.51014,                0.28986,                 0.8953,               0.004324,               0.004324,               0.004324
                    175,                0.53299,                0.32361,                 0.9251,                0.97671,                0.94777,                0.98263,                0.88601,                0.50872,                0.28817,                0.89231,               0.004291,               0.004291,               0.004291
                    176,                0.52883,                0.31922,                0.92179,                0.96886,                0.94685,                0.98413,                0.88657,                0.51582,                0.28458,                0.89884,               0.004258,               0.004258,               0.004258
                    177,                0.52724,                0.31742,                0.92139,                0.97877,                0.94685,                0.98316,                0.88289,                0.51616,                0.28575,                0.89908,               0.004225,               0.004225,               0.004225
                    178,                0.52549,                0.31493,                0.91865,                0.97799,                0.94685,                0.98427,                0.88307,                0.51703,                0.28466,                0.89808,               0.004192,               0.004192,               0.004192
                    179,                0.52256,                0.31254,                  0.918,                0.97552,                0.94319,                0.98292,                0.88363,                 0.5129,                0.28979,                0.89812,               0.004159,               0.004159,               0.004159
                    180,                0.52358,                0.31622,                0.92206,                0.98035,                0.94487,                0.98216,                0.88193,                0.51256,                0.29143,                0.89754,               0.004126,               0.004126,               0.004126
                    181,                0.52765,                0.31552,                0.92055,                0.97399,                0.94869,                0.98145,                0.88122,                0.51954,                0.29071,                0.90287,               0.004093,               0.004093,               0.004093
                    182,                0.52069,                0.31425,                0.91826,                0.97405,                0.94869,                0.98158,                0.88154,                0.51948,                 0.2913,                0.90098,                0.00406,                0.00406,                0.00406
                    183,                0.52303,                0.31595,                0.91821,                 0.9791,                 0.9443,                0.98202,                0.88237,                 0.5202,                0.28505,                0.90122,               0.004027,               0.004027,               0.004027
                    184,                0.52144,                0.31362,                0.92032,                0.98187,                0.94319,                0.98297,                0.88213,                0.52068,                 0.2822,                 0.9025,               0.003994,               0.003994,               0.003994
                    185,                0.51614,                0.31547,                 0.9146,                0.97914,                0.94607,                0.98247,                0.88336,                 0.5172,                0.28354,                0.90017,               0.003961,               0.003961,               0.003961
                    186,                0.52789,                 0.3134,                0.92212,                0.98091,                0.94154,                0.98205,                0.88116,                0.51742,                0.28469,                0.90078,               0.003928,               0.003928,               0.003928
                    187,                0.52033,                0.31379,                0.92009,                0.97842,                0.94685,                0.98119,                0.87641,                0.51937,                0.28368,                0.90347,               0.003895,               0.003895,               0.003895
                    188,                0.51804,                  0.311,                0.91871,                0.97918,                0.94791,                 0.9806,                0.87754,                0.51964,                0.28504,                0.90502,               0.003862,               0.003862,               0.003862
                    189,                0.52269,                0.31142,                0.91971,                0.97666,                0.94685,                0.98148,                0.87945,                 0.5198,                0.28552,                0.90397,               0.003829,               0.003829,               0.003829
                    190,                0.51747,                0.31098,                0.91822,                0.97135,                0.94502,                0.98032,                0.88083,                0.51999,                0.28808,                0.90337,               0.003796,               0.003796,               0.003796
                    191,                0.51776,                0.31319,                 0.9182,                0.96872,                0.94581,                0.98233,                 0.8838,                0.51651,                0.28578,                0.90045,               0.003763,               0.003763,               0.003763
                    192,                0.51851,                0.31173,                 0.9209,                0.97206,                0.94746,                0.98223,                0.88543,                0.51551,                0.28651,                0.89908,                0.00373,                0.00373,                0.00373
                    193,                0.51322,                0.30732,                0.91758,                0.97535,                0.94263,                0.98294,                0.88413,                 0.5156,                0.28547,                0.89956,               0.003697,               0.003697,               0.003697
                    194,                0.51667,                0.31232,                0.92045,                0.97539,                0.94258,                0.98245,                0.88101,                  0.516,                0.28507,                0.90183,               0.003664,               0.003664,               0.003664
                    195,                0.51966,                0.31312,                0.91769,                0.96799,                0.94746,                0.98167,                0.88261,                0.51054,                0.28541,                0.89714,               0.003631,               0.003631,               0.003631
                    196,                0.51542,                 0.3083,                0.91846,                 0.9686,                0.94441,                0.98163,                0.88462,                0.50901,                0.28371,                0.89609,               0.003598,               0.003598,               0.003598
                    197,                0.51006,                0.30658,                0.91745,                0.96705,                0.95025,                0.98172,                0.88233,                0.51317,                0.28512,                0.90013,               0.003565,               0.003565,               0.003565
                    198,                 0.5072,                0.30465,                0.91295,                0.96812,                0.94599,                0.98117,                 0.8828,                0.51157,                0.28781,                0.89928,               0.003532,               0.003532,               0.003532
                    199,                0.51362,                0.30625,                 0.9183,                0.96234,                0.94991,                0.98174,                0.88344,                0.51049,                0.28319,                0.89779,               0.003499,               0.003499,               0.003499
                    200,                0.51634,                0.30962,                0.92098,                0.97654,                 0.9383,                0.98214,                 0.8846,                0.50914,                0.28229,                0.89596,               0.003466,               0.003466,               0.003466
                    201,                 0.5129,                0.30763,                0.91452,                0.97639,                0.94136,                0.98215,                0.88423,                0.50952,                0.28067,                0.89613,               0.003433,               0.003433,               0.003433
                    202,                0.51288,                0.30597,                0.91673,                0.97354,                0.94397,                0.98217,                0.88553,                0.50988,                0.28109,                0.89626,                 0.0034,                 0.0034,                 0.0034
                    203,                0.50916,                0.30354,                0.91621,                0.97078,                0.94808,                0.98251,                0.88547,                0.51149,                 0.2797,                0.89833,               0.003367,               0.003367,               0.003367
                    204,                0.51082,                0.30491,                0.91611,                0.96871,                0.94571,                0.98213,                0.88549,                0.50744,                0.28146,                0.89386,               0.003334,               0.003334,               0.003334
                    205,                0.50699,                0.30426,                0.91382,                0.97902,                0.94068,                0.98268,                0.88719,                0.50412,                0.28229,                0.89015,               0.003301,               0.003301,               0.003301
                    206,                0.50678,                0.30314,                0.91357,                0.97903,                0.94136,                0.98195,                0.88974,                0.50233,                0.28354,                0.88965,               0.003268,               0.003268,               0.003268
                    207,                0.50543,                0.30209,                0.91399,                 0.9766,                0.94346,                0.98169,                0.88837,                0.50391,                0.28528,                0.88986,               0.003235,               0.003235,               0.003235
                    208,                0.50646,                0.30057,                0.91418,                0.96746,                0.95113,                 0.9825,                0.88838,                 0.5021,                0.28198,                0.88919,               0.003202,               0.003202,               0.003202
                    209,                0.50829,                0.30353,                0.91738,                0.96403,                0.95174,                0.98206,                0.88809,                0.50225,                0.28189,                0.88965,               0.003169,               0.003169,               0.003169
                    210,                0.50201,                0.29464,                0.91448,                0.97597,                0.94285,                0.98291,                 0.8889,                0.50226,                0.28007,                0.89148,               0.003136,               0.003136,               0.003136
                    211,                0.50194,                0.29878,                0.91218,                0.97589,                0.93965,                0.98167,                0.88801,                0.50088,                0.28244,                0.89064,               0.003103,               0.003103,               0.003103
                    212,                0.50488,                0.30017,                0.91632,                0.97593,                0.94124,                0.98264,                0.88971,                 0.5023,                0.28581,                0.89229,                0.00307,                0.00307,                0.00307
                    213,                0.50389,                0.29955,                0.91654,                0.98088,                 0.9403,                0.98288,                0.88849,                0.50198,                0.28505,                0.89432,               0.003037,               0.003037,               0.003037
                    214,                0.50237,                0.29453,                0.91207,                0.97659,                0.94304,                0.98231,                0.88857,                0.50143,                 0.2835,                0.89418,               0.003004,               0.003004,               0.003004
                    215,                0.50131,                 0.2998,                0.91083,                0.97969,                0.94305,                0.98263,                0.88796,                0.50397,                0.28362,                 0.8957,               0.002971,               0.002971,               0.002971
                    216,                0.49941,                0.29351,                0.91363,                0.97782,                0.94277,                0.98211,                0.88819,                0.50553,                0.28166,                 0.8953,               0.002938,               0.002938,               0.002938
                    217,                0.50011,                0.29931,                0.91215,                0.97077,                0.95368,                0.98284,                0.88897,                0.50354,                0.28186,                0.89229,               0.002905,               0.002905,               0.002905
                    218,                0.49683,                0.29774,                0.90972,                 0.9667,                0.95602,                0.98231,                0.88925,                0.50397,                0.28034,                0.89255,               0.002872,               0.002872,               0.002872
                    219,                0.49715,                 0.2971,                0.91625,                0.96609,                0.95418,                0.98261,                0.88865,                0.50458,                0.28118,                0.89374,               0.002839,               0.002839,               0.002839
                    220,                0.49442,                0.29465,                0.90934,                0.97133,                0.95192,                0.98231,                 0.8879,                0.50546,                0.28052,                0.89524,               0.002806,               0.002806,               0.002806
                    221,                0.49615,                0.29332,                0.90751,                0.97486,                0.94747,                0.98349,                0.89027,                0.50534,                 0.2804,                0.89416,               0.002773,               0.002773,               0.002773
                    222,                0.50106,                0.29563,                0.91147,                0.96596,                0.95354,                0.98263,                 0.8887,                0.50648,                0.27904,                0.89417,                0.00274,                0.00274,                0.00274
                    223,                0.49641,                0.29383,                 0.9131,                 0.9705,                0.94685,                0.98248,                0.88924,                0.50676,                0.27853,                0.89381,               0.002707,               0.002707,               0.002707
                    224,                0.49346,                0.29171,                0.90789,                0.96435,                0.95418,                0.98289,                0.89011,                0.50677,                0.27805,                0.89383,               0.002674,               0.002674,               0.002674
                    225,                0.49108,                0.29221,                 0.9075,                0.97485,                0.94726,                0.98304,                   0.89,                0.50812,                0.27763,                0.89385,               0.002641,               0.002641,               0.002641
                    226,                0.48857,                0.29294,                0.90623,                0.97365,                0.94787,                0.98325,                0.89013,                0.50824,                0.27575,                0.89516,               0.002608,               0.002608,               0.002608
                    227,                0.48925,                0.29252,                0.90673,                0.97328,                0.95052,                0.98355,                0.88974,                0.50762,                0.27524,                0.89492,               0.002575,               0.002575,               0.002575
                    228,                0.49158,                0.29297,                0.90772,                0.97551,                0.94898,                0.98412,                0.88948,                 0.5071,                0.27388,                0.89629,               0.002542,               0.002542,               0.002542
                    229,                0.49086,                0.29083,                0.90626,                0.97825,                0.94685,                0.98375,                0.88942,                0.50665,                0.27309,                0.89494,               0.002509,               0.002509,               0.002509
                    230,                0.49483,                0.29097,                0.91063,                0.98284,                0.94463,                0.98403,                0.89122,                0.50679,                0.27253,                 0.8946,               0.002476,               0.002476,               0.002476
                    231,                 0.4879,                0.29234,                0.91112,                0.98001,                0.94685,                0.98457,                0.89024,                0.50616,                0.27123,                 0.8941,               0.002443,               0.002443,               0.002443
                    232,                 0.4895,                0.28642,                0.90731,                0.97309,                0.94982,                0.98386,                0.88933,                0.50637,                0.27232,                0.89312,                0.00241,                0.00241,                0.00241
                    233,                0.48675,                0.28714,                0.91089,                0.96837,                 0.9538,                0.98429,                 0.8896,                0.50513,                0.27237,                0.89222,               0.002377,               0.002377,               0.002377
                    234,                0.48982,                0.28897,                0.90773,                0.96862,                0.95663,                 0.9837,                 0.8906,                 0.5046,                0.27198,                0.89311,               0.002344,               0.002344,               0.002344
                    235,                0.48721,                0.28681,                0.90668,                0.97325,                0.95113,                0.98389,                0.89064,                0.50432,                0.27223,                0.89301,               0.002311,               0.002311,               0.002311
                    236,                0.48238,                0.28437,                0.90529,                0.97611,                0.94851,                0.98295,                0.89105,                0.50555,                0.27293,                0.89429,               0.002278,               0.002278,               0.002278
                    237,                0.48741,                0.28673,                0.90625,                0.96756,                0.95418,                0.98199,                0.89087,                 0.5046,                0.27463,                0.89358,               0.002245,               0.002245,               0.002245
                    238,                0.48533,                 0.2831,                0.90498,                0.97071,                0.95138,                0.98183,                0.89008,                0.50365,                0.27459,                0.89401,               0.002212,               0.002212,               0.002212
                    239,                0.48357,                0.28584,                0.90686,                0.97551,                0.94502,                0.98266,                0.88939,                0.50391,                0.27393,                0.89403,               0.002179,               0.002179,               0.002179
                    240,                0.47723,                0.28426,                0.90189,                0.97266,                0.95052,                 0.9821,                0.88837,                0.50481,                0.27338,                  0.895,               0.002146,               0.002146,               0.002146
                    241,                0.48197,                0.28405,                0.90696,                0.97448,                0.95113,                 0.9831,                0.88917,                0.50231,                0.27441,                0.89299,               0.002113,               0.002113,               0.002113
                    242,                0.47912,                0.28108,                0.90621,                 0.9737,                0.94993,                0.98234,                0.88837,                0.50277,                0.27536,                0.89391,                0.00208,                0.00208,                0.00208
                    243,                0.48437,                0.28519,                0.91087,                0.97132,                0.95152,                0.98217,                0.88798,                0.50296,                0.27648,                0.89338,               0.002047,               0.002047,               0.002047
                    244,                0.47992,                 0.2828,                0.90677,                0.96955,                0.95311,                  0.982,                 0.8885,                0.50271,                0.27758,                0.89193,               0.002014,               0.002014,               0.002014
                    245,                0.47476,                0.28006,                0.90604,                0.97112,                0.95052,                0.98221,                0.88841,                0.50272,                0.27821,                0.89196,               0.001981,               0.001981,               0.001981
                    246,                0.47265,                0.27858,                0.90368,                0.97014,                0.95264,                0.98198,                0.88976,                0.50156,                 0.2773,                0.89172,               0.001948,               0.001948,               0.001948
                    247,                0.47973,                0.28273,                0.90404,                 0.9755,                0.94862,                0.98199,                0.88817,                0.50315,                0.27837,                0.89257,               0.001915,               0.001915,               0.001915
                    248,                0.48152,                 0.2828,                0.90858,                0.96844,                 0.9559,                0.98205,                0.88845,                 0.5025,                0.27974,                0.89225,               0.001882,               0.001882,               0.001882
                    249,                0.46999,                0.27784,                0.90225,                 0.9739,                0.94808,                0.98158,                0.88859,                0.50205,                0.27998,                0.89201,               0.001849,               0.001849,               0.001849
                    250,                0.47664,                0.27929,                0.90554,                0.97364,                0.94746,                0.98165,                0.88885,                 0.5015,                0.27855,                 0.8922,               0.001816,               0.001816,               0.001816
                    251,                0.47297,                0.27737,                0.90388,                0.97542,                0.94533,                0.98137,                0.88911,                0.50317,                0.27918,                0.89431,               0.001783,               0.001783,               0.001783
                    252,                0.47379,                0.28108,                0.90562,                0.97785,                0.94408,                0.98084,                0.88906,                0.50291,                0.28001,                0.89513,                0.00175,                0.00175,                0.00175
                    253,                0.47278,                0.27596,                0.90674,                0.97873,                0.94075,                0.98063,                0.88826,                0.50305,                0.28068,                0.89605,               0.001717,               0.001717,               0.001717
                    254,                0.46835,                0.27556,                0.90048,                0.97857,                0.93952,                0.98015,                0.88808,                0.50248,                0.28265,                 0.8958,               0.001684,               0.001684,               0.001684
                    255,                0.46852,                0.27478,                0.90466,                 0.9791,                0.94013,                0.98012,                0.88769,                0.50484,                0.28235,                0.89857,               0.001651,               0.001651,               0.001651
                    256,                0.46883,                0.27445,                0.90374,                0.97784,                0.94075,                0.98045,                0.88741,                0.50551,                0.28095,                0.90037,               0.001618,               0.001618,               0.001618
                    257,                 0.4671,                0.27152,                0.90241,                0.96418,                 0.9548,                0.98071,                0.88738,                0.50596,                0.28134,                0.90115,               0.001585,               0.001585,               0.001585
                    258,                0.46836,                0.27306,                0.90077,                0.96476,                0.95322,                 0.9808,                 0.8875,                0.50459,                0.28084,                0.89975,               0.001552,               0.001552,               0.001552
                    259,                 0.4681,                0.27749,                0.90346,                 0.9654,                0.95435,                0.98079,                0.88796,                0.50391,                0.28123,                0.89849,               0.001519,               0.001519,               0.001519
                    260,                0.46536,                0.27384,                0.90329,                0.96714,                0.95302,                0.98126,                0.88689,                0.50553,                0.28174,                    0.9,               0.001486,               0.001486,               0.001486
                    261,                0.47114,                0.27766,                0.90283,                0.96836,                0.95347,                 0.9808,                0.88787,                0.50485,                0.28117,                0.89911,               0.001453,               0.001453,               0.001453
                    262,                0.46572,                0.27087,                0.90096,                0.96896,                0.95349,                0.98082,                0.88806,                  0.504,                0.28141,                0.89808,                0.00142,                0.00142,                0.00142
                    263,                0.46611,                0.26879,                0.89903,                0.96904,                0.95586,                0.98053,                0.88773,                0.50375,                0.28171,                0.89749,               0.001387,               0.001387,               0.001387
                    264,                0.45913,                 0.2677,                0.89898,                0.96723,                0.95549,                0.98062,                0.88728,                0.50346,                0.28202,                0.89703,               0.001354,               0.001354,               0.001354
                    265,                0.46517,                 0.2732,                0.89938,                0.96743,                0.95602,                0.98058,                0.88662,                0.50306,                0.28288,                0.89687,               0.001321,               0.001321,               0.001321
                    266,                0.45767,                0.26895,                0.90096,                0.96683,                0.95602,                0.98057,                0.88727,                0.50244,                0.28196,                0.89594,               0.001288,               0.001288,               0.001288
                    267,                0.45609,                0.26698,                0.89937,                 0.9676,                0.95602,                0.98051,                0.88732,                0.50186,                0.28187,                0.89536,               0.001255,               0.001255,               0.001255
                    268,                0.45479,                0.26753,                0.89862,                0.96719,                0.95449,                0.98024,                0.88711,                0.50136,                0.28153,                0.89494,               0.001222,               0.001222,               0.001222
                    269,                 0.4566,                0.26877,                0.90075,                0.96719,                0.95441,                0.98014,                0.88708,                 0.5019,                0.28244,                0.89578,               0.001189,               0.001189,               0.001189
                    270,                0.46086,                0.26872,                0.90122,                0.96778,                0.95413,                0.98026,                0.88651,                0.50176,                0.28239,                0.89598,               0.001156,               0.001156,               0.001156
                    271,                0.45887,                0.26773,                0.89712,                0.96658,                0.95413,                0.98021,                0.88748,                 0.5014,                0.28253,                0.89599,               0.001123,               0.001123,               0.001123
                    272,                0.45882,                0.26753,                0.89609,                0.97702,                0.94319,                0.98047,                0.88775,                 0.5015,                0.28228,                0.89572,                0.00109,                0.00109,                0.00109
                    273,                0.45898,                0.26884,                0.89922,                 0.9778,                0.94155,                 0.9806,                0.88738,                0.50239,                0.28238,                0.89616,               0.001057,               0.001057,               0.001057
                    274,                0.45367,                0.26543,                0.89559,                 0.9781,                0.94136,                 0.9806,                0.88773,                0.50193,                0.28125,                0.89579,               0.001024,               0.001024,               0.001024
                    275,                0.45125,                0.26231,                0.89368,                 0.9778,                0.94178,                0.98065,                0.88768,                 0.5021,                0.28166,                0.89581,               0.000991,               0.000991,               0.000991
                    276,                0.44945,                0.26297,                 0.8962,                 0.9766,                 0.9438,                 0.9808,                0.88824,                0.50217,                0.28213,                0.89595,               0.000958,               0.000958,               0.000958
                    277,                0.45356,                0.26422,                0.89474,                0.97647,                 0.9438,                 0.9809,                0.88823,                0.50242,                0.28229,                 0.8965,               0.000925,               0.000925,               0.000925
                    278,                0.45059,                0.26415,                0.89342,                0.97665,                0.94546,                0.98091,                0.88865,                0.50311,                0.28209,                0.89688,               0.000892,               0.000892,               0.000892
                    279,                0.45324,                0.26679,                0.89385,                0.97543,                0.94576,                0.98097,                0.88851,                0.50356,                  0.282,                0.89677,               0.000859,               0.000859,               0.000859
                    280,                0.45152,                 0.2593,                0.89399,                0.97501,                0.94685,                 0.9809,                0.88877,                0.50354,                0.28154,                0.89679,               0.000826,               0.000826,               0.000826
