,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
0,0.16908685863018036,0.04414762556552887,0.15043045580387115,0.04267530143260956,0.14607898890972137,0.04712282121181488,0.14078371226787567,0.09729185700416565,0.13019707798957825,0.10238679498434067,0.26245757937431335,0.1711278110742569,0.21928082406520844,0.1737574338912964,0.4525224566459656,0.1975756585597992,0.4194146394729614,0.19343630969524384,0.5870391726493835,0.15485315024852753,0.5694928169250488,0.14791123569011688,0.5587864518165588,0.2299359291791916,0.5472472906112671,0.22321148216724396,0.7225754261016846,0.22918622195720673,0.680526852607727,0.17814300954341888,0.9035841822624207,0.2655417323112488,0.8230645656585693,0.20092827081680298
1,0.16920635104179382,0.03772904723882675,0.14638982713222504,0.03874562308192253,0.14251039922237396,0.04234733805060387,0.13803264498710632,0.09345375746488571,0.12694711983203888,0.09585728496313095,0.25774508714675903,0.1692495346069336,0.2192845642566681,0.17336252331733704,0.45320597290992737,0.1932278871536255,0.41703131794929504,0.19706569612026215,0.5840126276016235,0.13968230783939362,0.56978839635849,0.14096015691757202,0.5565012693405151,0.22545573115348816,0.5443339347839355,0.22604086995124817,0.7255857586860657,0.2243068963289261,0.6737216711044312,0.16758085787296295,0.9025570154190063,0.2679356336593628,0.8242197036743164,0.1982332170009613
2,0.1690615564584732,0.037126943469047546,0.14603127539157867,0.03720913082361221,0.14228351414203644,0.04146156460046768,0.13706278800964355,0.0897614061832428,0.1257169246673584,0.09378037601709366,0.26025742292404175,0.16130967438220978,0.2193821668624878,0.1761113554239273,0.45011240243911743,0.1883874535560608,0.4165591299533844,0.1972755640745163,0.5791501998901367,0.13225816190242767,0.560473620891571,0.13574093580245972,0.5642815828323364,0.2197245955467224,0.548212468624115,0.22737064957618713,0.7284755110740662,0.21480588614940643,0.6813649535179138,0.17101554572582245,0.9038204550743103,0.27188873291015625,0.8233024477958679,0.19776493310928345
3,0.16675174236297607,0.0365789532661438,0.143872931599617,0.03683913126587868,0.14106020331382751,0.040247946977615356,0.13316571712493896,0.08802786469459534,0.1233445331454277,0.0919162854552269,0.2593449652194977,0.15788576006889343,0.21163398027420044,0.17639769613742828,0.4444067180156708,0.1808689534664154,0.40363261103630066,0.19799017906188965,0.5703048706054688,0.11660753190517426,0.5524941086769104,0.12406287342309952,0.5565382838249207,0.2195066660642624,0.5413047671318054,0.23460112512111664,0.7366790771484375,0.20741838216781616,0.6829288005828857,0.18379028141498566,0.9027851223945618,0.2715393006801605,0.8200685977935791,0.20202259719371796
4,0.1678638458251953,0.036454275250434875,0.14498169720172882,0.036309245973825455,0.14177319407463074,0.04015614837408066,0.1341487616300583,0.08734815567731857,0.1237502321600914,0.09111755341291428,0.26003211736679077,0.15787342190742493,0.2116784155368805,0.17727309465408325,0.4443330466747284,0.18065884709358215,0.4015977084636688,0.19815830886363983,0.5666943192481995,0.11508756875991821,0.5528600215911865,0.12537646293640137,0.559069812297821,0.21806126832962036,0.5426233410835266,0.23530025780200958,0.7392904758453369,0.20668034255504608,0.6842329502105713,0.18440088629722595,0.902795672416687,0.2711675465106964,0.8198023438453674,0.2034110724925995
5,0.16759082674980164,0.03532256558537483,0.14409230649471283,0.035450711846351624,0.1418362259864807,0.03829634189605713,0.13125838339328766,0.0865410789847374,0.12470501661300659,0.090531125664711,0.25412777066230774,0.15446259081363678,0.2006053626537323,0.17943930625915527,0.4357900023460388,0.1788555532693863,0.3801242709159851,0.21339140832424164,0.5605959296226501,0.10916901379823685,0.5084564685821533,0.15241825580596924,0.5403062105178833,0.23101773858070374,0.5233603119850159,0.2526053786277771,0.7409494519233704,0.1684930920600891,0.678133487701416,0.20264826714992523,0.8966949582099915,0.26733312010765076,0.8347802758216858,0.22752870619297028
6,0.16796112060546875,0.03754671663045883,0.14454025030136108,0.03654081001877785,0.1428014039993286,0.03975287079811096,0.1293485164642334,0.0866851657629013,0.12446561455726624,0.09061621129512787,0.24961572885513306,0.1564028114080429,0.20056143403053284,0.18139563500881195,0.43422186374664307,0.18165090680122375,0.37914159893989563,0.22429366409778595,0.5591883063316345,0.11285776644945145,0.49037593603134155,0.15836681425571442,0.5372732877731323,0.23588326573371887,0.5177407264709473,0.2647976875305176,0.7424787878990173,0.15933778882026672,0.6869051456451416,0.23196274042129517,0.8970247507095337,0.26643386483192444,0.8415499329566956,0.24217599630355835
7,0.1701003611087799,0.03900403156876564,0.14659731090068817,0.03760923817753792,0.14410828053951263,0.041890792548656464,0.13021893799304962,0.08682672679424286,0.12504154443740845,0.0924348533153534,0.2497851550579071,0.15577678382396698,0.19538405537605286,0.18903110921382904,0.4375550150871277,0.1818642020225525,0.35053083300590515,0.2299467772245407,0.5574174523353577,0.11047816276550293,0.4429318606853485,0.1623554229736328,0.5363196134567261,0.2343602329492569,0.5104355216026306,0.27544593811035156,0.7492880821228027,0.15921175479888916,0.6923402547836304,0.24022604525089264,0.9022089838981628,0.2625919580459595,0.8493903875350952,0.2482067495584488
8,0.17072859406471252,0.04280214384198189,0.14851436018943787,0.03971836343407631,0.14563103020191193,0.04405607655644417,0.13214707374572754,0.08775725960731506,0.12322867661714554,0.09399363398551941,0.25253140926361084,0.15811383724212646,0.20102912187576294,0.2033359408378601,0.44115957617759705,0.18101973831653595,0.3747430443763733,0.23998478055000305,0.567339301109314,0.11842889338731766,0.4870021343231201,0.17486339807510376,0.5529409646987915,0.2353508621454239,0.5246983766555786,0.2878207266330719,0.7568854689598083,0.15899024903774261,0.7076375484466553,0.26218727231025696,0.9099330902099609,0.2593262791633606,0.8695998191833496,0.259695440530777
9,0.17339162528514862,0.044188451021909714,0.15108397603034973,0.041617490351200104,0.1481993943452835,0.04586249217391014,0.13501885533332825,0.09347537904977798,0.12610439956188202,0.09703809022903442,0.2548850178718567,0.16148918867111206,0.19796262681484222,0.20504173636436462,0.44635337591171265,0.18703904747962952,0.37978363037109375,0.25826770067214966,0.5688297748565674,0.12203137576580048,0.5271134376525879,0.18827272951602936,0.563015341758728,0.2467578798532486,0.5350962281227112,0.2936117351055145,0.766474723815918,0.16915005445480347,0.7205105423927307,0.270921528339386,0.9229642748832703,0.25742611289024353,0.8851404786109924,0.2682473361492157
